"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"FAX002897","A","Genes up regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] and 5000 ng/ml LPS (TLR4 agonist) versus monocytes treated with control IgG.","172","null","Homo sapiens","MSigDB","29.7"
"FAX001810","A","Genes down regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 12 h.","175","null","Homo sapiens","MSigDB","27.6"
"FAX002903","A","Genes up regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] versus monocytes treated with control IgG.","174","null","Homo sapiens","MSigDB","26.0"
"FAX002899","A","Genes up regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] and 5000 ng/ml LPS (TLR4 agonist) versus monocytes treated with vehicle (control).","168","null","Homo sapiens","MSigDB","24.9"
"FAX002902","A","Genes down regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] versus monocytes treated with control IgG.","180","null","Homo sapiens","MSigDB","22.5"
"FAX002911","A","Genes up regulated in comparison of monocytes treated with 1 ng/ml LPS (TLR4 agonist) versus monocytes treated with anti TREM1 [GeneID=54210] and 5000 ng/ml LPS (TLR4 agonist).","178","null","Homo sapiens","MSigDB","21.6"
"FAX001818","A","Genes down regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 48 h.","183","null","Homo sapiens","MSigDB","20.6"
"FEX001481","G","Leukemia Li07 12genes Anti apoptosis","11","17313671.0","Homo sapiens","GeneSigDB","20.6"
"FAX001816","A","Genes down regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 2 h.","176","null","Homo sapiens","MSigDB","19.3"
"FAX002896","A","Genes down regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] and 5000 ng/ml LPS (TLR4 agonist) versus monocytes treated with control IgG.","184","null","Homo sapiens","MSigDB","18.9"
"MAX001935","A","Genes up regulated in the MM1S cells (multiple myeloma) after treatment with aplidin [PubChem=44152164],  a marine derived compound with potential anti cancer properties.","391","null","Homo sapiens","MSigDB","14.0"
"FAX001802","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 1.5 h versus those at 72 h.","174","null","Homo sapiens","MSigDB","13.9"
"FAX002901","A","Genes up regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] versus monocytes treated with anti TREM1 [GeneID=54210] and 5000 ng/ml LPS (TLR4 agonist).","185","null","Homo sapiens","MSigDB","12.4"
"FAX001796","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 0.5 h versus those at 72 h.","170","null","Homo sapiens","MSigDB","11.3"
"FAX001824","A","Genes down regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 72 h.","171","null","Homo sapiens","MSigDB","10.9"
"FAX001807","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 2 h versus those at 72 h.","179","null","Homo sapiens","MSigDB","8.40"
"FAX002909","A","Genes up regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] versus monocytes treated wth vehicle.","169","null","Homo sapiens","MSigDB","8.39"
"FAX001827","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 0.5 h versus the untreated cells at 0.5 h.","171","null","Homo sapiens","MSigDB","6.16"
"FAX001840","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 6 h versus the untreated cells at 6 h.","176","null","Homo sapiens","MSigDB","3.50"
"FAX001822","A","Genes down regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 6 h.","178","null","Homo sapiens","MSigDB","3.41"
"FAX001797","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 0.5 h versus those at 72 h.","175","null","Homo sapiens","MSigDB","3.06"
"MAX001654","A","Genes whose expression in a panel of lymphoblastoid cell lines was associated with cytotoxicity of the anti cancer analogs of cytidine,  gemcitabine and cytarabine [PubChem=596;3461;6253].","13","null","Homo sapiens","MSigDB","2.43"
"FAX002920","A","Genes down regulated in comparison of monocytes treated with 5000 ng/ml LPS (TLR4 agonist) versus monocytes treated with anti TREM1 [GeneID=54210].","172","null","Homo sapiens","MSigDB","1.49"
"FAX001828","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 12 h versus the untreated cells at 12 h.","170","null","Homo sapiens","MSigDB","1.39"
"FAX001823","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 6 h.","167","null","Homo sapiens","MSigDB","1.37"
"FAX001825","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 72 h.","172","null","Homo sapiens","MSigDB","1.33"
"FAX001812","A","Genes down regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 1 h.","178","null","Homo sapiens","MSigDB","1.06"
"FAX001803","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 1.5 h versus those at 72 h.","174","null","Homo sapiens","MSigDB","1.01"
"FAX001811","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 12 h.","165","null","Homo sapiens","MSigDB","0.836"
"FAX001808","A","Genes down regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 0.5 h.","165","null","Homo sapiens","MSigDB","0.781"
"FAX002910","A","Genes down regulated in comparison of monocytes treated with 1 ng/ml LPS (TLR4 agonist) versus monocytes treated with anti TREM1 [GeneID=54210] and 5000 ng/ml LPS (TLR4 agonist).","172","null","Homo sapiens","MSigDB","0.646"
"FAX002905","A","Genes up regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] versus monocytes treated with 1 ng/ml LPS (TLR4 agonist).","176","null","Homo sapiens","MSigDB","0.587"
"FAX001819","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 48 h.","167","null","Homo sapiens","MSigDB","0.548"
"FAX001806","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 2 h versus those at 72 h.","176","null","Homo sapiens","MSigDB","0.445"
"FAX001817","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 2 h.","175","null","Homo sapiens","MSigDB","0.421"
"FAX002907","A","Genes up regulated in comparison of monocytes treated with anti TREM1 [GeneID=54210] versus monocytes treated with 5000 ng/ml LPS (TLR4 agonist).","176","null","Homo sapiens","MSigDB","0.330"
"FAX001813","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 1 h.","173","null","Homo sapiens","MSigDB","0.186"
"FAX001835","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 2 h versus the untreated cells at 2 h.","163","null","Homo sapiens","MSigDB","0.186"
"FAX001830","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 1 h versus the untreated cells at 1 h.","164","null","Homo sapiens","MSigDB","0.0945"
"FAX001809","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 0.5 h.","156","null","Homo sapiens","MSigDB","0.0683"
"FAX001829","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 12 h versus the untreated cells at 12 h.","174","null","Homo sapiens","MSigDB","0.00"
"FAX001838","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 4 h versus the untreated cells at 4 h.","162","null","Homo sapiens","MSigDB","0.00"
"FAX001841","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 6 h versus the untreated cells at 6 h.","157","null","Homo sapiens","MSigDB","0.00"
"FAX001843","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 72 h versus the untreated cells at 72 h.","165","null","Homo sapiens","MSigDB","0.00"
"FAX001826","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 0.5 h versus the untreated cells at 0.5 h.","148","null","Homo sapiens","MSigDB","0.00"
"FAX001833","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 24 h versus the untreated cells at 24 h.","161","null","Homo sapiens","MSigDB","0.00"
"FAX001815","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 24 h.","165","null","Homo sapiens","MSigDB","0.00"
"GEX000109","G","anti cyclic citrullianted peptide antibody","2","null","Homo sapiens","GAD","0.00"
"GEX166793","G","Anti cyclic Citrullinated Peptide Antibody","2","19287509.0","Homo sapiens","GWAS Catalog","0.00"
"FAX001821","A","Genes up regulated in comparison of untreated CD4 [GeneID=920] T cells at 0 h versus the cells treated with IL4 [GeneID=3565] and anti IL12 at 4 h.","175","null","Homo sapiens","MSigDB","0.00"
"FAX001831","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 1 h versus the untreated cells at 1 h.","160","null","Homo sapiens","MSigDB","0.00"
"GEX168047","G","Response to anti TNF treatment in rheumatoid arthritis","1","23555300.0","Homo sapiens","GWAS Catalog","0.00"
"FAX001834","A","Genes down regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 2 h versus the untreated cells at 2 h.","162","null","Homo sapiens","MSigDB","0.00"
"FAX001837","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 48 h versus the untreated cells at 48 h.","169","null","Homo sapiens","MSigDB","0.00"
"FAX001839","A","Genes up regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti IL12 at 4 h versus the untreated cells at 4 h.","162","null","Homo sapiens","MSigDB","0.00"
