"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"GEX168073","G","Chapman et al.,  2011 03 24,  Nature,  Initial genome sequencing and analysis of multiple myeloma","8","21430775.0","Homo sapiens","NGS Catalog","51.0"
"MAX002631","A","Direct targets of IRF4 [GeneID=3662] that constitute a multiple myeloma program.","34","null","Homo sapiens","MSigDB","45.7"
"MAX001069","A","Genes down regulated in at least one of three multiple myeloma (MM) cell lines by TSA [PubChem=5562].","275","null","Homo sapiens","MSigDB","44.6"
"MAX002313","A","Up regulated genes in MM1.S cells (multiple myeloma) treated with adaphostin [PubChem=387042],  a tyrosine kinase inhibitor with anticancer properties.","136","null","Homo sapiens","MSigDB","42.8"
"MAX001801","A","Genes expressed in multiple myeloma (MM) patients carrying specific translocations involving the immunoglobulin heavy chain (IGH) locus at 14q32.","31","null","Homo sapiens","MSigDB","42.2"
"MAX001070","A","Genes down regulated in multiple myeloma (MM) cell lines treated with both decitabine [PubChem=451668] TSA [PubChem=5562].","263","null","Homo sapiens","MSigDB","41.1"
"MAX000483","A","Protein biosynthesis,  transport or catabolism genes down regulated in hyperploid multiple myeloma (MM) compared to the non hyperploid MM samples.","28","null","Homo sapiens","MSigDB","37.3"
"MAX003346","A","The vEDG down regulated set: most variable early differentiation genes (EDG) with similar expression patterns in tonsil B lymphocytes (TBC) and multiple myeloma (MM) cells compared to the plasma cells from tonsil (TPC) and bone marrow (BPC).","28","null","Homo sapiens","MSigDB","36.8"
"MAX001073","A","Genes down regulated in at least one of three multiple myeloma (MM) cell lines treated with the DNA hypomethylating agent decitabine (5 aza 2' deoxycytidine) [PubChem=451668].","99","null","Homo sapiens","MSigDB","34.3"
"MAX000598","A","Genes down regulated in multiple myeloma (MM) compared to monoclonal gammopathy of uncertain significance (MGUS).","28","null","Homo sapiens","MSigDB","34.0"
"MAX001009","A","Genes exclusively down regulated in plasma cells from MM (multiple myeloma) patients but with a similiar expression pattern in the normal cells and in the cells from WM (Waldenstroem's macroblobulinemia) patients.","29","null","Homo sapiens","MSigDB","30.1"
"MAX002005","A","Genes down regulated in multiple myeloma (MM) compared to normal plasma cells from the patient's identical twin.","11","null","Homo sapiens","MSigDB","30.0"
"MAX000541","A","Genes up regulated in ANBL 6 cell line (multiple myeloma,  MM) expressing an activated form of NRAS [GeneID=4893] off a plasmid vector compared to those co cultured with bone marrow stromal cells.","39","null","Homo sapiens","MSigDB","27.5"
"MAX003347","A","The vEDG up regulated set: most variable early differentiation genes (EDG) with similar expression patterns in tonsil B lymphocytes (TBC) and multiple myeloma (MM) cells compared to the plasma cells from tonsil (TPC) and bone marrow (BPC).","14","null","Homo sapiens","MSigDB","21.8"
"MAX003345","A","The v2LDG set: 50 most variable late differentiation genes (LDG) with similar expression patterns in bone marrow plasma cells (BPC) and multiple myeloma (MM) samples.","40","null","Homo sapiens","MSigDB","20.4"
"MAX003342","A","Genes most significantly up regulated in multiple myeloma samples,  compared to normal bone marrow plasma cells.","54","null","Homo sapiens","MSigDB","20.3"
"MAX001071","A","Genes up regulated in multiple myeloma (MM) cell lines treated with both decitabine [PubChem=451668] TSA [PubChem=5562].","410","null","Homo sapiens","MSigDB","16.8"
"MAX001072","A","Genes up regulated in at least one of three multiple myeloma (MM) cell lines by TSA [PubChem=5562].","277","null","Homo sapiens","MSigDB","16.2"
"MAX003343","A","The v1LDG down regulated set: most variable late differentiation genes (LDG) with similar expression patterns in tonsil plasma cells (TPC) and multiple myeloma (MM) samples.","13","null","Homo sapiens","MSigDB","16.0"
"MAX003344","A","The v1LDG up regulated set: most variable late differentiation genes (LDG) with similar expression patterns in tonsil plasma cells (TPC) and multiple myeloma (MM) samples.","31","null","Homo sapiens","MSigDB","15.6"
"MAX001717","A","Up regulated genes discriminating multiple myeloma samples by the ype of immunoglobulin light chain they produce: Ig lambda (IGLL) vs Ig kappa (IGLK).","41","null","Homo sapiens","MSigDB","14.3"
"MAX001935","A","Genes up regulated in the MM1S cells (multiple myeloma) after treatment with aplidin [PubChem=44152164],  a marine derived compound with potential anti cancer properties.","391","null","Homo sapiens","MSigDB","14.0"
"MAX001714","A","Down regulated genes discriminating multiple myeloma samples by type of immunoglobulin they produce: IgG vs IgA.","25","null","Homo sapiens","MSigDB","12.6"
"MAX000537","A","Genes up regulated in the ANBL 6 cell line (multiple myeloma,  MM) after withdrawal of IL6 [GeneID=3569].","20","null","Homo sapiens","MSigDB","11.6"
"MAX003328","A","Top 50 up regulated genes in cluster CD 2 of multiple myeloma samples with the characteristic expression spike of CCND3 [GeneID=896].","42","null","Homo sapiens","MSigDB","10.5"
"MAX003331","A","Top 50 up regulated genes in cluster HP of multiple myeloma samples characterized by a hyperploid signature.","42","null","Homo sapiens","MSigDB","9.79"
"MAX000519","A","Genes down regulated in multiple myeloma (MM) bone marrow mesenchymal stem cells.","58","null","Homo sapiens","MSigDB","9.36"
"MAX003326","A","Genes up regulated in CD 1 compared to CD 2 cluster of multiple myeloma samples.","58","null","Homo sapiens","MSigDB","9.02"
"MAX003327","A","Top 50 down regulated genes in cluster CD 2 of multiple myeloma samples with the charachteristic expression spike of CCND3 [GeneID=896].","42","null","Homo sapiens","MSigDB","6.96"
"MAX003340","A","'Spiked' genes: genes most highly up regulated in multiple myeloma samples; were not differentially expressed as compared to the normal plasma cells.","20","null","Homo sapiens","MSigDB","6.50"
"MAX001967","A","Up regulated genes distinguishing in multiple myeloma (MM) samples with higher expression of TACI [GeneID=23495].","382","null","Homo sapiens","MSigDB","5.64"
"MAX001798","A","Genes distinguishing between MGUS (monoclonal gammopathy of undetermined significance) and multiple myeloma (MM) samples.","14","null","Homo sapiens","MSigDB","5.28"
"MAX001965","A","Genes up regulated in normal bone marrow plasma cells (BMPC) compared to polyclonal plasmablasts (PPC) that also distinguished multiple myeloma (MM) samples by expression of levels of TACI (TNFRSF13B) [GeneID=23495].","82","null","Homo sapiens","MSigDB","4.50"
"MAX003324","A","Top 50 up regulated genes in cluster CD 1 of multiple myeloma samples with the characteristic expression spike of CCND1 [GeneID=595].","43","null","Homo sapiens","MSigDB","3.97"
"MAX000542","A","Genes down regulated in ANBL 6 cell line (multiple myeloma,  MM) co cultured with bone marrow stromal cells compared to those grown in the presence of IL6 [GeneID=3569].","12","null","Homo sapiens","MSigDB","3.48"
"MAX001716","A","Down regulated genes discriminating multiple myeloma samples by the ype of immunoglobulin light chain they produce: Ig lambda (IGLL) vs Ig kappa (IGLK).","22","null","Homo sapiens","MSigDB","3.23"
"MAX003338","A","Top 50 down regulated genes in cluster PR of multiple myeloma samples characterized by increased expression of proliferation and cell cycle genes.","42","null","Homo sapiens","MSigDB","3.16"
"MAX003321","A","Genes commonly down regulated in CD 1 and CD 2 clusters of multiple myeloma samples and which were higher expressed in the CD 1 group.","45","null","Homo sapiens","MSigDB","2.41"
"MAX003330","A","Top 50 down regulated genes in cluster HP of multiple myeloma samples characterized by a hyperploid signature.","42","null","Homo sapiens","MSigDB","1.86"
"MAX003335","A","Top 50 up regulated genes in cluster MF of multiple myeloma samples with characteristic expression spike of MAF family transcription factors.","45","null","Homo sapiens","MSigDB","1.86"
"MAX003325","A","Genes down regulated in CD 1 compared to CD 2 cluster of multiple myeloma samples.","44","null","Homo sapiens","MSigDB","1.75"
"MAX003337","A","Top 50 up regulated genes in cluster MS of multiple myeloma samples with characteristic expression spike of WHSC1 [GeneID=7468].","45","null","Homo sapiens","MSigDB","1.69"
"MAX003322","A","Genes commonly up regulated in CD 1 and CD 2 clusters of multiple myeloma samples and which were higher expressed in the CD 1 group.","80","null","Homo sapiens","MSigDB","1.50"
"MAX003323","A","Top 50 down regulated genes in cluster CD 1 of multiple myeloma samples with the characteristic expression spike of CCND1 [GeneID=595].","40","null","Homo sapiens","MSigDB","1.16"
"MAX003333","A","Top 50 up regulated genes in cluster LB of multiple myeloma samples belonging to the low bone disease group.","40","null","Homo sapiens","MSigDB","0.838"
"MAX001715","A","Up regulated genes discriminating multiple myeloma samples by type of immunoglobulin they produce: IgG vs IgA.","20","null","Homo sapiens","MSigDB","0.774"
"MAX000520","A","Genes up regulated in multiple myeloma (MM) bone marrow mesenchymal stem cells.","64","null","Homo sapiens","MSigDB","0.680"
"MAX000599","A","Genes up regulated in multiple myeloma (MM) compared to monoclonal gammopathy of uncertain significance (MGUS).","12","null","Homo sapiens","MSigDB","0.00"
"MAX003334","A","Top 50 down regulated genes in cluster MF of multiple myeloma samples with characteristic expression spike of MAF family transcription factors.","37","null","Homo sapiens","MSigDB","0.00"
"MAX003336","A","Top 50 down regulated genes in cluster MS of multiple myeloma samples with characteristic expression spike of WHSC1 [GeneID=7468].","38","null","Homo sapiens","MSigDB","0.00"
"GEX167542","G","Multiple myeloma","3","22120009.0","Homo sapiens","GWAS Catalog","0.00"
