Algorithm,p_within,p_between,ARI,NMI,exp,distribution
louvain,1.0,0.8,1.0,1.0,sbm_50_50,"[0.9029622063329928, 0.8998751560549313, 0.9008739076154808, 0.8993115318416524, 0.9023199023199024, 0.903967168262654, 0.9025210084033614, 0.8958801498127341, 0.9050420168067228, 0.8999044433827043, 0.9036414565826332, 0.9004702194357367, 0.8987378083763626, 0.8989574979951884, 0.9012539184952978, 0.899625468164794, 0.902872777017784, 0.8980963045912654, 0.9041274817136886, 0.9014300306435138, 0.898876404494382, 0.9020376175548588, 0.9024514811031664, 0.9003663003663004, 0.900374531835206, 0.9015873015873016, 0.898083216456288, 0.9034729315628192, 0.9014005602240897, 0.8986568986568987, 0.8976800976800977, 0.9025600835945664, 0.8981684981684982, 0.8986568986568987, 0.900408580183861, 0.900153217568948, 0.9023720349563046, 0.9020519835841312, 0.8994266602962255, 0.8989488772097468, 0.9030825496342738, 0.902075702075702, 0.9001221001221001, 0.9001870032725573, 0.8981684981684982, 0.8996336996336997, 0.9022408963585434, 0.8978578892371996, 0.9041274817136886, 0.89775441949355, 0.8991452991452992, 0.9035409035409036, 0.898876404494382, 0.9007314524555904, 0.9009575923392612, 0.9027068437180796, 0.9015766841853798, 0.9013431013431014, 0.8996424923391215, 0.8989010989010989, 0.8981684981684982, 0.9040363539160652, 0.9064295485636116, 0.8977350720658888, 0.9013557737260404, 0.9006639427987743, 0.9050420168067228, 0.898876404494382, 0.8984126984126984, 0.9021961184882532, 0.9041274817136886, 0.9015895278167368, 0.9022408963585434, 0.8986267166042446, 0.9001221001221001, 0.9050487664945496, 0.8986415882967607, 0.8980963045912654, 0.8996424923391215, 0.9004103967168262, 0.9017783857729138, 0.8986267166042446, 0.8991640543364682, 0.900374531835206, 0.8998751560549313, 0.9001870032725573, 0.9006639427987743, 0.8973536487570168, 0.8976157082748948, 0.9007314524555904, 0.8981555733761026, 0.9011746680286006, 0.8979480164158686, 0.903921568627451, 0.9022408963585434, 0.904494382022472, 0.9004702194357367, 0.8983169705469846, 0.9008739076154808, 0.8991317671092952]"
louvain,1.0,0.9,1.0,1.0,sbm_50_50,"[0.947609242736216, 0.9478070175438597, 0.9483146067415732, 0.947144456886898, 0.9473684210526316, 0.9501044932079414, 0.947144456886898, 0.9472049689440992, 0.9475877192982456, 0.9478152309612984, 0.9467271858576206, 0.9481065918653576, 0.9463171036204744, 0.946236559139785, 0.9493549928332538, 0.9469501718213058, 0.9471715755025713, 0.9475923852183652, 0.946704067321178, 0.946704067321178, 0.947609242736216, 0.948040313549832, 0.946236559139785, 0.948040313549832, 0.9471516815374056, 0.9481065918653576, 0.9460526315789474, 0.9473684210526316, 0.9466941203385952, 0.9463058419243986, 0.9474969474969476, 0.9455767077267636, 0.9464725643896976, 0.9465201465201464, 0.9466965285554312, 0.9460246360582308, 0.9483994266602962, 0.9473804621368108, 0.9478380233356212, 0.9473804621368108, 0.9478092783505154, 0.9485741000467508, 0.9471516815374056, 0.946236559139785, 0.946520618556701, 0.9481065918653576, 0.9471491228070176, 0.9482642777155657, 0.9489621489621488, 0.9441327723235156, 0.9476390836839644, 0.9481065918653576, 0.9460526315789474, 0.9487179487179488, 0.9469204927211646, 0.947144456886898, 0.9474053295932678, 0.947144456886898, 0.9474969474969476, 0.9450926561427592, 0.9477411477411476, 0.9464725643896976, 0.948753145733242, 0.949210706932052, 0.94890350877193, 0.9469298245614036, 0.9462719298245614, 0.9481605351170568, 0.9481065918653576, 0.9481065918653576, 0.9467353951890034, 0.9474053295932678, 0.9481613891726252, 0.9453015427769986, 0.9465667915106116, 0.9469298245614036, 0.94696607740086, 0.9471516815374056, 0.9488139825218476, 0.9479216435738176, 0.947906026557712, 0.9471491228070176, 0.9472049689440992, 0.9460526315789474, 0.9473684210526316, 0.9455767077267636, 0.9455352968676952, 0.9487122060470324, 0.948040313549832, 0.9458762886597938, 0.946704067321178, 0.947144456886898, 0.9467353951890034, 0.9492753623188406, 0.9464882943143812, 0.9469204927211646, 0.9458006718924972, 0.9471649484536082, 0.9455352968676952, 0.9471516815374056]"
louvain,1.0,1.0,0.0,0.0,sbm_50_50,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
girvan_newman,0.1,0.1,0.0,0.0186397642443435,sbm_50_50,"[0.1333333333333333, 0.1333333333333333, 0.0888888888888888, 0.106060606060606, 0.0666666666666666, 0.0727272727272727, 0.0769230769230769, 0.0952380952380952, 0.1111111111111111, 0.0, 0.1428571428571428, 0.0439560439560439, 0.0476190476190476, 0.1111111111111111, 0.0888888888888888, 0.0833333333333333, 0.0909090909090909, 0.1272727272727272, 0.0909090909090909, 0.1, 0.0757575757575757, 0.0277777777777777, 0.0833333333333333, 0.0714285714285714, 0.2, 0.1333333333333333, 0.1428571428571428, 0.0666666666666666, 0.0714285714285714, 0.0666666666666666, 0.0606060606060606, 0.2, 0.0833333333333333, 0.2, 0.1111111111111111, 0.1636363636363636, 0.1333333333333333, 0.1333333333333333, 0.1238095238095238, 0.1025641025641025, 0.0357142857142857, 0.0, 0.0606060606060606, 0.1428571428571428, 0.1515151515151515, 0.0555555555555555, 0.1111111111111111, 0.0, 0.1111111111111111, 0.1333333333333333, 0.0666666666666666, 0.0909090909090909, 0.0277777777777777, 0.0952380952380952, 0.1282051282051282, 0.1176470588235294, 0.1047619047619047, 0.1071428571428571, 0.1363636363636363, 0.0606060606060606, 0.1785714285714285, 0.0909090909090909, 0.1111111111111111, 0.1111111111111111, 0.1047619047619047, 0.1071428571428571, 0.1212121212121212, 0.0357142857142857, 0.0833333333333333, 0.0833333333333333, 0.0545454545454545, 0.4, 0.1, 0.1785714285714285, 0.0727272727272727, 0.1282051282051282, 0.0357142857142857, 0.0, 0.0955882352941176, 0.0833333333333333, 0.0545454545454545, 0.2142857142857142, 0.1454545454545454, 0.1071428571428571, 0.1333333333333333, 0.0833333333333333, 0.1333333333333333, 0.1428571428571428, 0.0, 0.1904761904761904, 0.2, 0.1263157894736842, 0.1111111111111111, 0.1555555555555555, 0.0952380952380952, 0.0444444444444444, 0.0888888888888888, 0.1333333333333333, 0.0888888888888888, 0.5]"
girvan_newman,0.2,0.1,0.0,0.0186397642443435,sbm_50_50,"[0.1904761904761904, 0.1648351648351648, 0.125, 0.175438596491228, 0.1666666666666666, 0.1098901098901098, 0.1176470588235294, 0.1428571428571428, 0.0659340659340659, 0.1, 0.1636363636363636, 0.0735294117647058, 0.0727272727272727, 0.2, 0.1538461538461538, 0.1476190476190476, 0.15, 0.1461988304093567, 0.1428571428571428, 0.1538461538461538, 0.1098901098901098, 0.1648351648351648, 0.0761904761904762, 0.0897435897435897, 0.3611111111111111, 0.1282051282051282, 0.1515151515151515, 0.1025641025641025, 0.1333333333333333, 0.1318681318681318, 0.131578947368421, 0.3333333333333333, 0.1428571428571428, 0.1969696969696969, 0.1428571428571428, 0.1764705882352941, 0.1666666666666666, 0.1333333333333333, 0.1526315789473684, 0.1470588235294117, 0.1333333333333333, 0.1111111111111111, 0.0980392156862745, 0.1428571428571428, 0.2, 0.0897435897435897, 0.141025641025641, 0.0555555555555555, 0.1666666666666666, 0.109090909090909, 0.1397058823529411, 0.15, 0.1454545454545454, 0.1538461538461538, 0.1617647058823529, 0.1818181818181818, 0.1340579710144927, 0.2272727272727272, 0.1666666666666666, 0.1318681318681318, 0.1818181818181818, 0.1176470588235294, 0.1208791208791208, 0.1318681318681318, 0.1241830065359477, 0.1636363636363636, 0.1666666666666666, 0.1153846153846153, 0.0909090909090909, 0.1272727272727272, 0.0769230769230769, 0.2142857142857142, 0.1225296442687747, 0.15, 0.1538461538461538, 0.1345029239766081, 0.0888888888888888, 0.0666666666666666, 0.1571428571428571, 0.1648351648351648, 0.125, 0.1212121212121212, 0.1619047619047619, 0.0909090909090909, 0.1818181818181818, 0.1454545454545454, 0.1523809523809524, 0.1153846153846153, 0.1666666666666666, 0.1333333333333333, 0.141025641025641, 0.2015810276679842, 0.1666666666666666, 0.2051282051282051, 0.1025641025641025, 0.0857142857142857, 0.1868131868131868, 0.1212121212121212, 0.1282051282051282, 0.25]"
girvan_newman,0.2,0.2,0.0,0.0186397642443435,sbm_50_50,"[0.1947368421052631, 0.1736842105263158, 0.1578947368421052, 0.2133333333333333, 0.1520467836257309, 0.213235294117647, 0.175438596491228, 0.1521739130434782, 0.1571428571428571, 0.1571428571428571, 0.1578947368421052, 0.1631578947368421, 0.1111111111111111, 0.2417582417582417, 0.1809523809523809, 0.1857142857142857, 0.2034632034632034, 0.2055335968379446, 0.1904761904761904, 0.1619047619047619, 0.2087912087912088, 0.1789473684210526, 0.1345029239766081, 0.1416666666666666, 0.238095238095238, 0.1691176470588235, 0.1952380952380952, 0.1428571428571428, 0.1871345029239766, 0.1428571428571428, 0.1723076923076923, 0.1904761904761904, 0.2222222222222222, 0.2, 0.2637362637362637, 0.1691176470588235, 0.131578947368421, 0.2047619047619047, 0.1847290640394088, 0.2692307692307692, 0.1446153846153846, 0.1868131868131868, 0.1631578947368421, 0.2197802197802197, 0.1916666666666666, 0.1789473684210526, 0.1911764705882352, 0.1583333333333333, 0.196078431372549, 0.1228070175438596, 0.1991341991341991, 0.1544117647058823, 0.1617647058823529, 0.238095238095238, 0.2163742690058479, 0.1857142857142857, 0.1857142857142857, 0.1422924901185771, 0.1285714285714285, 0.2163742690058479, 0.1368421052631579, 0.1794871794871795, 0.213235294117647, 0.1691176470588235, 0.1098901098901098, 0.1952380952380952, 0.141025641025641, 0.2095238095238095, 0.1923076923076923, 0.1739130434782608, 0.2285714285714285, 0.2456140350877192, 0.1733333333333333, 0.1842105263157894, 0.2207792207792207, 0.1241830065359477, 0.2156862745098039, 0.2034632034632034, 0.1631578947368421, 0.1774891774891775, 0.2083333333333333, 0.219047619047619, 0.1699346405228758, 0.1929824561403508, 0.1437908496732026, 0.2279411764705882, 0.1714285714285714, 0.1098901098901098, 0.239766081871345, 0.2091503267973856, 0.141025641025641, 0.1916666666666666, 0.15, 0.2, 0.1428571428571428, 0.175, 0.225, 0.2091503267973856, 0.1699346405228758, 0.1619047619047619]"
girvan_newman,0.3,0.1,0.0,0.0186397642443435,sbm_50_50,"[0.2597402597402597, 0.2263157894736842, 0.2101449275362318, 0.2666666666666666, 0.3083333333333333, 0.1699346405228758, 0.1784615384615384, 0.1911764705882352, 0.1699346405228758, 0.1739130434782608, 0.2, 0.1739130434782608, 0.1333333333333333, 0.2952380952380952, 0.2046783625730994, 0.2094861660079051, 0.2285714285714285, 0.2318840579710145, 0.2163742690058479, 0.2514619883040935, 0.1952380952380952, 0.2280701754385964, 0.1631578947368421, 0.2222222222222222, 0.2916666666666667, 0.2916666666666667, 0.275, 0.2418300653594771, 0.2571428571428571, 0.1789473684210526, 0.2433333333333333, 0.2476190476190476, 0.2134387351778656, 0.2923976608187134, 0.1699346405228758, 0.2391304347826087, 0.2417582417582417, 0.2163742690058479, 0.2407407407407407, 0.1789473684210526, 0.238095238095238, 0.2571428571428571, 0.1620553359683794, 0.1333333333333333, 0.2476190476190476, 0.1714285714285714, 0.239766081871345, 0.2142857142857142, 0.2924901185770751, 0.1809523809523809, 0.2644927536231884, 0.2526315789473684, 0.1838235294117647, 0.2418300653594771, 0.233201581027668, 0.2301587301587301, 0.1935483870967742, 0.2875816993464052, 0.239766081871345, 0.2091503267973856, 0.2287581699346405, 0.1699346405228758, 0.2766798418972332, 0.2633333333333333, 0.2033333333333333, 0.2647058823529412, 0.2476190476190476, 0.2352941176470588, 0.1619047619047619, 0.2352941176470588, 0.1645021645021645, 0.2424242424242424, 0.2019704433497537, 0.2467532467532467, 0.2280701754385964, 0.2294372294372294, 0.213235294117647, 0.1208791208791208, 0.2364532019704433, 0.2476190476190476, 0.1861471861471861, 0.275, 0.2352941176470588, 0.2573099415204678, 0.2179487179487179, 0.2339181286549707, 0.2714285714285714, 0.2307692307692307, 0.1911764705882352, 0.213235294117647, 0.2982456140350877, 0.2535612535612536, 0.2941176470588235, 0.2583333333333333, 0.2083333333333333, 0.1526315789473684, 0.2865497076023391, 0.2510822510822511, 0.2142857142857142, 0.2575757575757575]"
girvan_newman,0.3,0.2,0.0,0.0186397642443435,sbm_50_50,"[0.2421652421652421, 0.2215384615384615, 0.2169312169312169, 0.2838709677419355, 0.2246153846153846, 0.2523809523809524, 0.2142857142857142, 0.1908831908831909, 0.1966666666666666, 0.2210144927536232, 0.2065217391304347, 0.2136752136752136, 0.1868131868131868, 0.2941176470588235, 0.24, 0.2490118577075099, 0.2507122507122507, 0.2513227513227513, 0.2266666666666666, 0.2393162393162393, 0.2714285714285714, 0.23, 0.181159420289855, 0.2523809523809524, 0.2294372294372294, 0.2684210526315789, 0.2566666666666666, 0.2526315789473684, 0.25, 0.2, 0.243010752688172, 0.2292490118577075, 0.2393162393162393, 0.2608695652173913, 0.25, 0.25, 0.2033333333333333, 0.2733333333333333, 0.2447447447447447, 0.3, 0.1956989247311828, 0.2631578947368421, 0.2133333333333333, 0.2333333333333333, 0.264069264069264, 0.2207792207792207, 0.2450592885375494, 0.2222222222222222, 0.2561576354679803, 0.1871921182266009, 0.243076923076923, 0.1937321937321937, 0.2207792207792207, 0.2833333333333333, 0.2635467980295566, 0.213768115942029, 0.2142857142857142, 0.2142857142857142, 0.21, 0.2463768115942029, 0.2337662337662337, 0.2280701754385964, 0.2428571428571428, 0.2424242424242424, 0.2046783625730994, 0.2336182336182336, 0.2163742690058479, 0.2433333333333333, 0.25, 0.2215384615384615, 0.2608695652173913, 0.2608695652173913, 0.2486772486772486, 0.2433333333333333, 0.2492307692307692, 0.2022792022792023, 0.238095238095238, 0.2315270935960591, 0.2246376811594203, 0.2328042328042328, 0.2411067193675889, 0.2619047619047619, 0.2285714285714285, 0.2094861660079051, 0.2210144927536232, 0.2733333333333333, 0.2486772486772486, 0.239766081871345, 0.2572463768115942, 0.2492307692307692, 0.1904761904761904, 0.2526315789473684, 0.2121212121212121, 0.2733333333333333, 0.196078431372549, 0.2163742690058479, 0.2736842105263158, 0.2476190476190476, 0.2047619047619047, 0.2238095238095238]"
girvan_newman,0.3,0.3,0.0,0.0186397642443435,sbm_50_50,"[0.2784090909090909, 0.296551724137931, 0.2650793650793651, 0.3101604278074866, 0.3264367816091954, 0.2896551724137931, 0.2780748663101604, 0.2984615384615384, 0.2809523809523809, 0.2691622103386809, 0.3190883190883191, 0.3125, 0.2539682539682539, 0.3466666666666667, 0.2676923076923077, 0.3169230769230769, 0.3133903133903133, 0.3182795698924731, 0.2535612535612536, 0.296551724137931, 0.3078817733990148, 0.2873563218390804, 0.2535612535612536, 0.2984615384615384, 0.2878787878787879, 0.2661290322580645, 0.2592592592592592, 0.3048433048433048, 0.2991452991452991, 0.2648221343873518, 0.3158730158730158, 0.3359683794466403, 0.2992424242424242, 0.3219373219373219, 0.2649572649572649, 0.2758620689655172, 0.2933333333333333, 0.3333333333333333, 0.2959001782531194, 0.3007246376811594, 0.2689393939393939, 0.2623655913978495, 0.271264367816092, 0.300395256916996, 0.2896551724137931, 0.2592592592592592, 0.2733990147783251, 0.2807807807807808, 0.2904761904761905, 0.2705882352941176, 0.2687747035573122, 0.3078078078078078, 0.3118279569892473, 0.2539682539682539, 0.312807881773399, 0.3148148148148148, 0.3219373219373219, 0.2753623188405797, 0.285204991087344, 0.3126436781609195, 0.2953846153846154, 0.2857142857142857, 0.2492307692307692, 0.2648221343873518, 0.2427536231884058, 0.2783251231527093, 0.271264367816092, 0.2682539682539682, 0.2923076923076923, 0.2919540229885057, 0.238095238095238, 0.2984615384615384, 0.2849002849002849, 0.2883064516129032, 0.282051282051282, 0.3066666666666666, 0.2804232804232804, 0.3202614379084967, 0.2933333333333333, 0.2804232804232804, 0.3029556650246305, 0.2838709677419355, 0.2994652406417112, 0.3047619047619048, 0.308300395256917, 0.3427419354838709, 0.2989247311827957, 0.273076923076923, 0.2962962962962963, 0.283076923076923, 0.2906403940886699, 0.31, 0.3104838709677419, 0.2735632183908046, 0.3034482758620689, 0.270935960591133, 0.2810457516339869, 0.2946236559139785, 0.2741935483870967, 0.2708333333333333]"
girvan_newman,0.4,0.1,1.0,1.0,sbm_50_50,"[0.365079365079365, 0.2792022792022792, 0.3095238095238095, 0.3226600985221675, 0.3428571428571428, 0.286231884057971, 0.2482758620689655, 0.308300395256917, 0.2476190476190476, 0.2621082621082621, 0.2809523809523809, 0.2307692307692307, 0.2807017543859649, 0.3398692810457516, 0.2683982683982684, 0.2850574712643678, 0.3080459770114943, 0.2765151515151515, 0.2964426877470356, 0.3423645320197044, 0.2333333333333333, 0.3247863247863248, 0.2676923076923077, 0.3, 0.3859649122807017, 0.4, 0.3333333333333333, 0.3428571428571428, 0.334975369458128, 0.26, 0.3076923076923077, 0.3157894736842105, 0.27, 0.3428571428571428, 0.2898550724637681, 0.2955665024630542, 0.3567251461988304, 0.3066666666666666, 0.3161290322580645, 0.24, 0.2934782608695652, 0.3421052631578947, 0.2671957671957672, 0.2747252747252747, 0.3260869565217391, 0.277056277056277, 0.3353846153846154, 0.2964426877470356, 0.3692307692307692, 0.3066666666666666, 0.3227513227513227, 0.3188405797101449, 0.2683982683982684, 0.3476190476190476, 0.2707692307692307, 0.2821969696969697, 0.2372372372372372, 0.3714285714285714, 0.3095238095238095, 0.2553846153846154, 0.2683982683982684, 0.2424242424242424, 0.3201058201058201, 0.3226600985221675, 0.2512315270935961, 0.3210526315789473, 0.2810457516339869, 0.2666666666666666, 0.2794117647058823, 0.3052631578947368, 0.2849002849002849, 0.2941176470588235, 0.2752688172043011, 0.286231884057971, 0.2683982683982684, 0.2933333333333333, 0.2809523809523809, 0.2714285714285714, 0.2634920634920635, 0.2934782608695652, 0.2763532763532763, 0.3216374269005848, 0.3478260869565217, 0.3333333333333333, 0.2761904761904762, 0.3142857142857143, 0.3152173913043478, 0.2885375494071146, 0.2683982683982684, 0.3142857142857143, 0.3557312252964427, 0.2954545454545454, 0.3202614379084967, 0.3066666666666666, 0.3380952380952381, 0.2292490118577075, 0.3714285714285714, 0.339031339031339, 0.308300395256917, 0.2857142857142857]"
girvan_newman,0.4,0.2,0.0,0.0186397642443435,sbm_50_50,"[0.3162878787878788, 0.2613636363636363, 0.2923387096774194, 0.3176470588235294, 0.2623655913978495, 0.3190883190883191, 0.2741935483870967, 0.2594696969696969, 0.2671957671957672, 0.3015873015873015, 0.2758620689655172, 0.2660098522167488, 0.3308823529411764, 0.3238095238095238, 0.2955665024630542, 0.2942528735632184, 0.3111111111111111, 0.2837837837837837, 0.2857142857142857, 0.2957957957957958, 0.3066666666666666, 0.2935606060606061, 0.2597701149425287, 0.3043478260869565, 0.2933333333333333, 0.3473684210526316, 0.2962962962962963, 0.3557312252964427, 0.3390151515151515, 0.2738461538461538, 0.2943548387096774, 0.2792022792022792, 0.3004926108374384, 0.3066666666666666, 0.3636363636363636, 0.3078817733990148, 0.2689655172413793, 0.3225806451612903, 0.2948717948717949, 0.3476190476190476, 0.2584670231729055, 0.3297101449275362, 0.3103448275862069, 0.2684210526315789, 0.3366666666666666, 0.2807881773399014, 0.3126436781609195, 0.2758620689655172, 0.3165322580645161, 0.2708333333333333, 0.3004032258064516, 0.2919540229885057, 0.28, 0.3306878306878307, 0.3012477718360071, 0.270935960591133, 0.2782258064516129, 0.2840909090909091, 0.2671957671957672, 0.2877492877492877, 0.2566666666666666, 0.3, 0.3079710144927536, 0.2962962962962963, 0.2608695652173913, 0.3032258064516129, 0.2608695652173913, 0.2832512315270936, 0.2952380952380952, 0.2860215053763441, 0.2962962962962963, 0.2857142857142857, 0.285204991087344, 0.2817204301075269, 0.3011494252873563, 0.2733990147783251, 0.3133903133903133, 0.2842741935483871, 0.3048433048433048, 0.3044354838709677, 0.2707692307692307, 0.312807881773399, 0.2689655172413793, 0.271264367816092, 0.2955665024630542, 0.328735632183908, 0.2758620689655172, 0.31, 0.291005291005291, 0.2857142857142857, 0.25, 0.2966666666666667, 0.286231884057971, 0.3227513227513227, 0.2366666666666666, 0.24, 0.2964426877470356, 0.3227513227513227, 0.2393162393162393, 0.2533333333333333]"
girvan_newman,0.4,0.3,0.0,0.0186397642443435,sbm_50_50,"[0.3360323886639676, 0.3318318318318318, 0.3217948717948718, 0.3570412517780938, 0.3529411764705882, 0.353968253968254, 0.3271692745376955, 0.3346774193548387, 0.3369565217391304, 0.3342816500711237, 0.3548387096774194, 0.3440285204991087, 0.3225806451612903, 0.3756613756613756, 0.3325123152709359, 0.3579545454545454, 0.3571428571428571, 0.3448717948717948, 0.3032258064516129, 0.3551282051282051, 0.3390151515151515, 0.3357041251778094, 0.3219696969696969, 0.3497536945812808, 0.3317460317460317, 0.3245967741935484, 0.3029556650246305, 0.3701149425287356, 0.3596638655462185, 0.3306878306878307, 0.3588588588588589, 0.3675213675213675, 0.334453781512605, 0.3522167487684729, 0.3238636363636363, 0.3142857142857143, 0.3494252873563218, 0.3978494623655914, 0.3513513513513513, 0.3275862068965517, 0.3333333333333333, 0.3, 0.334453781512605, 0.358974358974359, 0.3484848484848485, 0.3243697478991597, 0.3380952380952381, 0.321187584345479, 0.3387314439946018, 0.3333333333333333, 0.3292307692307692, 0.3599114064230343, 0.3598484848484848, 0.3257575757575757, 0.3629032258064516, 0.3425287356321839, 0.3247311827956989, 0.3620689655172414, 0.3285917496443812, 0.3541666666666667, 0.3522167487684729, 0.3004926108374384, 0.3333333333333333, 0.3466666666666667, 0.2962962962962963, 0.3241379310344827, 0.3226890756302521, 0.321479374110953, 0.3352272727272727, 0.3078078078078078, 0.2966666666666667, 0.3475935828877005, 0.3306878306878307, 0.321479374110953, 0.3139784946236559, 0.3505376344086021, 0.3465909090909091, 0.3506493506493506, 0.3195402298850575, 0.3294117647058823, 0.3579545454545454, 0.3573573573573573, 0.3318318318318318, 0.3325123152709359, 0.358695652173913, 0.3603603603603603, 0.3535762483130904, 0.339323467230444, 0.3478991596638655, 0.3149425287356321, 0.3300492610837438, 0.3544973544973545, 0.3674242424242424, 0.326984126984127, 0.346031746031746, 0.3142857142857143, 0.3122529644268774, 0.3422459893048128, 0.3365079365079365, 0.3198198198198198]"
girvan_newman,0.4,0.4,0.0,0.0186397642443435,sbm_50_50,"[0.3831672203765227, 0.3403805496828753, 0.4008859357696567, 0.3737280296022202, 0.4156545209176788, 0.3918918918918919, 0.3778966131907308, 0.3853658536585366, 0.4069069069069069, 0.3914053426248548, 0.3936507936507936, 0.3697478991596639, 0.3977011494252873, 0.3951612903225806, 0.4135472370766488, 0.3821138211382114, 0.3900634249471458, 0.3755334281650071, 0.3828282828282828, 0.4181184668989547, 0.4082503556187766, 0.3865853658536585, 0.3657219973009447, 0.3796791443850267, 0.4125177809388335, 0.3827956989247312, 0.4015151515151515, 0.3815126050420168, 0.3865853658536585, 0.4150537634408602, 0.3847780126849894, 0.4153297682709447, 0.3914053426248548, 0.4, 0.3911806543385491, 0.3801020408163265, 0.4024390243902439, 0.3858974358974359, 0.4097560975609756, 0.3902439024390244, 0.3596638655462185, 0.4015873015873016, 0.398110661268556, 0.3935483870967742, 0.3978978978978979, 0.3646341463414634, 0.4166666666666667, 0.3720930232558139, 0.4202127659574468, 0.4018583042973286, 0.4, 0.3720430107526882, 0.3978494623655914, 0.3982930298719772, 0.4052419354838709, 0.4048582995951417, 0.4111498257839721, 0.3963414634146341, 0.3864894795127353, 0.388235294117647, 0.3821138211382114, 0.3913978494623656, 0.3978494623655914, 0.4009009009009009, 0.3882575757575757, 0.4048780487804878, 0.392063492063492, 0.3841463414634146, 0.3942028985507246, 0.3883357041251778, 0.3643724696356275, 0.3901515151515151, 0.3719512195121951, 0.3902439024390244, 0.3820598006644518, 0.3787878787878788, 0.3995354239256678, 0.4036585365853659, 0.3677248677248677, 0.3755334281650071, 0.373109243697479, 0.421505376344086, 0.4233870967741935, 0.3794326241134751, 0.3841269841269841, 0.4139402560455192, 0.3630252100840336, 0.3850267379679144, 0.4016326530612245, 0.3974630021141649, 0.3707317073170731, 0.3920265780730897, 0.4151260504201681, 0.4018583042973286, 0.3948717948717948, 0.3636363636363636, 0.3847517730496453, 0.3968253968253968, 0.392063492063492, 0.3864894795127353]"
girvan_newman,0.5,0.1,1.0,1.0,sbm_50_50,"[0.4645161290322581, 0.3374384236453202, 0.3588709677419355, 0.4021505376344086, 0.4166666666666667, 0.3645320197044335, 0.3204301075268817, 0.4126984126984127, 0.3475783475783476, 0.3290322580645161, 0.3630769230769231, 0.2989417989417989, 0.3659420289855072, 0.4130434782608695, 0.3096774193548387, 0.3603174603174603, 0.3844696969696969, 0.3707664884135472, 0.3533333333333333, 0.4314516129032258, 0.3011494252873563, 0.3958333333333333, 0.3544973544973545, 0.3766666666666666, 0.4928774928774929, 0.4428571428571428, 0.44, 0.3969230769230769, 0.4050420168067227, 0.3195402298850575, 0.3724137931034483, 0.4285714285714285, 0.3310344827586207, 0.4033333333333333, 0.3544973544973545, 0.3781512605042016, 0.4417989417989418, 0.3505376344086021, 0.3850267379679144, 0.3118279569892473, 0.3839080459770115, 0.4057971014492754, 0.3225806451612903, 0.4202898550724637, 0.38, 0.3624338624338624, 0.4015151515151515, 0.4206896551724138, 0.432183908045977, 0.396551724137931, 0.4147727272727273, 0.3994708994708995, 0.3732193732193732, 0.4507389162561576, 0.3494252873563218, 0.3373819163292847, 0.2901849217638691, 0.4433333333333333, 0.4021739130434782, 0.3529411764705882, 0.373015873015873, 0.3152709359605911, 0.3768939393939394, 0.4034090909090909, 0.3266129032258064, 0.394927536231884, 0.3666666666666666, 0.3333333333333333, 0.3722943722943723, 0.376068376068376, 0.3701149425287356, 0.3856209150326797, 0.3438438438438438, 0.4232804232804232, 0.358974358974359, 0.3694581280788177, 0.3968253968253968, 0.3888888888888889, 0.3200568990042674, 0.3870967741935484, 0.3732193732193732, 0.3933333333333333, 0.4365079365079365, 0.3903133903133903, 0.394927536231884, 0.3817733990147783, 0.4114942528735632, 0.3816091954022989, 0.3951612903225806, 0.4, 0.4367816091954023, 0.3926829268292683, 0.391304347826087, 0.3891625615763547, 0.4369230769230769, 0.3419354838709677, 0.4285714285714285, 0.4162561576354679, 0.3966666666666666, 0.3508771929824561]"
