"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"MAX002441","A","Genes up regulated in poorly differentiated thyroid carcinoma (PDTC) compared to normal thyroid tissue.","566","null","Homo sapiens","MSigDB","753"
"MAX003121","A","Genes periodically expressed in synchronized HeLa cells (cervical carcinoma),  with peak during the G2 phase of cell cycle.","164","null","Homo sapiens","MSigDB","710"
"MAX001588","A","Genes up regulated in T24 cells (bladder carcinoma) after treatment with decitabine (5 aza 2' deoxycytidine) [PubChem=451668].","51","null","Homo sapiens","MSigDB","704"
"GEX168118","G","Stransky et al.,  2011 08 26,  Science,  The Mutational Landscape of Head and Neck Squamous Cell Carcinoma","7","21798893.0","Homo sapiens","NGS Catalog","672"
"MAX001542","A","Fig.5,  Supplementary Fig.2 Genes overexpressed in human hepatocellular carcinoma with hepatoblast property","16","null","Homo sapiens","MSigDB","608"
"MAX000235","A","Up regulated genes in hepatocellular carcinoma (HCC) subclass G3,  defined by unsupervised clustering.","177","null","Homo sapiens","MSigDB","596"
"MAX001549","A","Genes highly expressed in hepatocellular carcinoma with poor survival.","160","null","Homo sapiens","MSigDB","584"
"MAX000950","A","Up regulated genes in both rectal and colon carcinoma compared to normal mucosa samples.","264","null","Homo sapiens","MSigDB","537"
"MAX001689","A","Cluster 3: genes with similar expression profiles across follicular thyrorid carcinoma (FTC) samples; genes in this cluster correlated well with the presence of PAX8 PPARG [GeneID=7849;5468] fusion protein.","26","null","Homo sapiens","MSigDB","530"
"MAX000463","A","Marker genes down regulated in the 'unannotated' subclass of hepatocellular carcinoma (HCC) samples.","177","null","Homo sapiens","MSigDB","468"
"MAX003125","A","Genes periodically expressed in synchronized HeLa cells (cervical carcinoma),  with peak during the S phase of cell cycle.","140","null","Homo sapiens","MSigDB","461"
"MAX002903","A","Genes down regulated in lobular carcinoma vs normal lobular breast cells.","73","null","Homo sapiens","MSigDB","446"
"MAX002246","A","Genes up regulated in hepatocellular carcinoma (HCC) compared to normal liver samples.","679","null","Homo sapiens","MSigDB","391"
"MAX002898","A","Genes up regulated in ductal carcinoma vs normal ductal breast cells.","42","null","Homo sapiens","MSigDB","389"
"MAX003120","A","Genes periodically expressed in synchronized HeLa cells (cervical carcinoma),  with peak during the G1/S phase of cell cycle.","133","null","Homo sapiens","MSigDB","388"
"GEX001366","G","prostate carcinoma","3","null","Homo sapiens","GAD","384"
"GEX000723","G","gastric carcinoma","3","null","Homo sapiens","GAD","384"
"GEX000725","G","gastric cardia adenocarcinoma and esophageal squamous cell carcinoma","3","null","Homo sapiens","GAD","384"
"GEX167096","G","Hepatocellular carcinoma","3","20676096.0","Homo sapiens","GWAS Catalog","384"
"MAX002500","A","Selected genes up regulated in peripheral blood monocytes (PBMC) of patients with hepatocellular carcinoma (HCC) compared to those with chronic hepatitis.","80","null","Homo sapiens","MSigDB","378"
"MAX000535","A","Tumorigenesis markers of head and neck squamous cell carcinoma (HNSCC): up regulated in the 'early' tumors vs normal samples.","61","null","Homo sapiens","MSigDB","371"
"MAX002902","A","Genes up regulated in lobular carcinoma vs normal ductal breast cells.","67","null","Homo sapiens","MSigDB","355"
"MAX002166","A","Genes with low to medium basal transcription state in undifferentiated embryonic carcinoma cells.","8","null","Homo sapiens","MSigDB","353"
"MAX000952","A","Up regulated genes in colon carcinoma tumors compared to the matched normal mucosa samples.","781","null","Homo sapiens","MSigDB","351"
"MAX002167","A","Genes with a high basal transcription state in undifferentiated embryonic carcinoma cells.","6","null","Homo sapiens","MSigDB","351"
"GEX168100","G","Agrawal et al.,  2011 08 26,  Science,  Exome Sequencing of Head and Neck Squamous Cell Carcinoma Reveals Inactivating Mutations in NOTCH1","5","21798897.0","Homo sapiens","NGS Catalog","340"
"MAX002438","A","Genes up regulated in anaplastic thyroid carcinoma (ATC) compared to normal thyroid tissue.","658","null","Homo sapiens","MSigDB","338"
"MAX003217","A","Genes down regulated in hepatocellular carcinoma (HCC) cells with hepatic stem cell properties.","76","null","Homo sapiens","MSigDB","299"
"MAX002352","A","Up regulated genes in cervical carcinoma and head and neck tumors positive for human papilloma virus (HPV) compared to those negative for HPV.","87","null","Homo sapiens","MSigDB","261"
"MAX000315","A","Genes up regulated in tumor adjacent liver tissue,  which is asociated with intrahepatic metastasis of hepatocellular carcinoma","9","null","Homo sapiens","MSigDB","254"
"MAX002350","A","Up regulated genes in head and neck cancer compared to cervical carcinoma samples.","172","null","Homo sapiens","MSigDB","246"
"MAX001686","A","Genes down regulated in follicular thyroid carcinoma (FTC) samples that bear PAX8 PPARG [GeneID=7849;5468] fusion protein.","32","null","Homo sapiens","MSigDB","237"
"MAX003164","A","Genes negatively correlated with recurrence free survival in patients with hepatitis B related (HBV) hepatocellular carcinoma (HCC).","79","null","Homo sapiens","MSigDB","230"
"MAX002580","A","Genes up regulated in invasive ductal carcinoma (IDC) relative to ductal carcinoma in situ (DCIS,  non invasive).","332","null","Homo sapiens","MSigDB","222"
"MAX001692","A","Top down regulated genes distinguishing between follicular thyroid carcinoma (FTC) samples by the presence or absence of the PAX8 PPARG [GeneID=7849;5468] fusion protein.","43","null","Homo sapiens","MSigDB","221"
"MAX002839","A","Genes modulated in HeLa cells (cervical carcinoma) by TNF [GeneID=7124] not via NFKB pathway.","21","null","Homo sapiens","MSigDB","217"
"MAX002760","A","High level amplifications detected in oral squamous cell carcinoma (OSCC) lines by array CGH analysis.","16","null","Homo sapiens","MSigDB","212"
"MAX001152","A","Genes from 'subtype S2' signature of hepatocellular carcinoma (HCC): proliferation,  MYC and AKT1 [GeneID=4609;207] activation.","111","null","Homo sapiens","MSigDB","210"
"MAX002501","A","Selected genes down regulated in inflammatory monocytes infiltrating hepatocellular carcinoma (HCC).","79","null","Homo sapiens","MSigDB","209"
"MAX001153","A","Genes from 'subtype S3' signature of hepatocellular carcinoma (HCC): hepatocyte differentiation.","259","null","Homo sapiens","MSigDB","200"
"MAX000226","A","Up regulated genes in hepatocellular  carcinoma (HCC) subclass G123,  defined by unsupervised clustering.","44","null","Homo sapiens","MSigDB","177"
"MAX003183","A","Genes down regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] both in SK Hep 1 cells (hepatocellular carcinoma) and normal primary hepatocytes.","13","null","Homo sapiens","MSigDB","157"
"MAX002900","A","Genes up regulated in ductal carcinoma vs normal lobular breast cells.","70","null","Homo sapiens","MSigDB","155"
"MAX003299","A","Genes up regulated in A549 cells (lung carcinoma) upon infection with RSV (respiratory syncytial virus) and up regulated by further treatment with ribavirin [PubChem=5064].","30","null","Homo sapiens","MSigDB","153"
"MAX001151","A","Genes from 'subtype S1' signature of hepatocellular carcinoma (HCC): aberrant activation of the WNT signaling pathway.","230","null","Homo sapiens","MSigDB","142"
"MAX002999","A","Genes down regulated by VHL [GeneID=7428] and re expressed under hypoxia conditions in renal carcinoma cells.","13","null","Homo sapiens","MSigDB","138"
"MAX001045","A","Genes down regulated in SiHa cells (cervical carcinoma) by stable expression of NOL7 [GeneID=51406] off a plasmid vector.","12","null","Homo sapiens","MSigDB","134"
"GEX166875","G","Nasopharyngeal carcinoma","3","19664746.0","Homo sapiens","GWAS Catalog","134"
"GEX000326","G","breast carcinoma","2","null","Homo sapiens","GAD","126"
"GEX000444","G","cirrhosis; hepatocellular carcinoma","2","null","Homo sapiens","GAD","126"
"GEX001532","G","squamous cell carcinoma","2","null","Homo sapiens","GAD","126"
"GEX000024","G","adenocarcinoma|carcinoma,  squamous cell|deglutition disorders|head and neck neoplasms|radiodermatitis","2","null","Homo sapiens","GAD","126"
"GEX168074","G","The Cancer Genome Atlas Research Network,  2011 06 29,  Nature,  Integrated genomic analyses of ovarian carcinoma","8","21720365.0","Homo sapiens","NGS Catalog","126"
"MAX002712","A","Genes from the recurrent amplicons in 89 samples of oral squamous cell carcinoma (SCC).","37","null","Homo sapiens","MSigDB","125"
"MAX000461","A","Top 200 marker genes down regulated in the 'proliferation' subclass of hepatocellular carcinoma (HCC); characterized by increased proliferation,  high levels of serum AFP [GeneID=174],  and chromosomal instability.","172","null","Homo sapiens","MSigDB","121"
"MAX002499","A","Selected genes down regulated in peripheral blood monocytes (PBMC) of patients with hepatocellular carcinoma (HCC) compared to those with chronic hepatitis.","35","null","Homo sapiens","MSigDB","109"
"MAX000955","A","Down regulated genes in colon carcinoma tumors with lymph node metastases.","40","null","Homo sapiens","MSigDB","102"
"MAX001230","A","Genes down regulated in HSA/c and KYSE140 cells (esophageal squamous cell carcinoma,  ESCC) after knockdown of PTTG1 [GeneID=9232] by RNAi.","9","null","Homo sapiens","MSigDB","93.7"
"MAX002682","A","Genes up regulated in head and neck squamous cell carcinoma (HNSCC) samples positive for HPV compared to the HPV negative tumors.","77","null","Homo sapiens","MSigDB","91.0"
"MAX000115","A","Genes down regulated in oncocytic follicular carcinoma (FTC) vs mitochondrial rich papillary carcinoma (PTC) types of thyroid cancer.","57","null","Homo sapiens","MSigDB","90.9"
"MAX003377","A","Genes up regulated in HeLa cells (cervical carcinoma) at 30 min after stimulation with TNF [GeneID=7124].","49","null","Homo sapiens","MSigDB","88.6"
"MAX001205","A","Genes down regulated during transition from L0 (non tumor,  not infected with HCV) to L1 (non tumor,  infected with HCV) in the development of hepatocellular carcinoma.","20","null","Homo sapiens","MSigDB","83.0"
"MAX001727","A","Genes up regulated in RCC4 cells (renal cell carcinoma) engineered to stably express VHL [GeneID=7428] off a plasmid vector.","8","null","Homo sapiens","MSigDB","82.7"
"MAX001930","A","Top genes down regulated in mesenchyme stem cells (MSC) grown in a tumor conditioned medium,  which leads to carcinoma associated fibroblast phenotype.","24","null","Homo sapiens","MSigDB","77.2"
"MAX000604","A","Genes up regulated in SCC12B2 cells (squamous cell carcinoma) by UV B irradiation.","111","null","Homo sapiens","MSigDB","76.0"
"MAX001931","A","Top genes up regulated in mesenchyme stem cells (MSC) grown in a tumor conditioned medium,  which leads to carcinoma associated fibroblast phenotype.","24","null","Homo sapiens","MSigDB","75.8"
"MAX002330","A","Genes down regulated in ACC3 cells (adenoid cystic carcinoma) after knockdown of SOX4 [GeneID=6659] by RNAi.","49","null","Homo sapiens","MSigDB","75.6"
"MAX002349","A","Down regulated genes in head and neck cancer compared to cervical carcinoma samples.","27","null","Homo sapiens","MSigDB","73.0"
"MAX003218","A","Genes up regulated in hepatocellular carcinoma (HCC) cells with hepatic stem cell properties.","47","null","Homo sapiens","MSigDB","70.8"
"MAX000627","A","Genes up regulated in papillary thyroid carcinoma (PTC) compared to normal tissue.","430","null","Homo sapiens","MSigDB","69.0"
"MAX000665","A","Genes down regulated in HeLa cells (cervical carcinoma) 12 h after infection with adenovirus Ad12.","30","null","Homo sapiens","MSigDB","68.7"
"MAX000116","A","Genes up regulated in oncocytic follicular carcinoma (FTC) vs mitochondrial rich papillary carcinoma (PTC) types of thyroid cancer.","23","null","Homo sapiens","MSigDB","68.6"
"MAX000225","A","Down regulated genes in hepatocellular  carcinoma (HCC) subclass G123,  defined by unsupervised clustering.","50","null","Homo sapiens","MSigDB","68.1"
"MAX003179","A","Genes down regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] in SK Hep 1 cells (hepatocellular carcinoma).","23","null","Homo sapiens","MSigDB","66.6"
"MAX003392","A","The 50 most up regulated genes in primary invasive breast dutcal carcinoma (IDC) or lymph node metastases,   compared to normal mammary epithelium.","37","null","Homo sapiens","MSigDB","65.5"
"MAX001330","A","Selected down regulated MET [GeneID=4233] target genes from a classifier of hepatocellular carcinoma (HCC) cases; associated with poor survival.","6","null","Homo sapiens","MSigDB","63.4"
"MAX003165","A","Genes positively correlated with recurrence free survival in patients with hepatitis B related (HBV) hepatocellular carcinoma (HCC).","101","null","Homo sapiens","MSigDB","58.7"
"MAX003378","A","Genes up regulated in HeLa cells (cervical carcinoma) at 4 h after stimulation with TNF [GeneID=7124].","51","null","Homo sapiens","MSigDB","58.5"
"MAX001202","A","Genes up regulated during transition from G1 (well differentiated tumor,  infected with HCV) to G2 (moderately differentiated tumor,  infected with HCV) in the development of hepatocellular carcinoma.","11","null","Homo sapiens","MSigDB","57.7"
"MAX000080","A","Genes down regulated in A2780 cells (ovarian carcinoma) exposed to fenretinide [PubChem=1744].","43","null","Homo sapiens","MSigDB","56.5"
"MAX000671","A","Genes down regulated in HeLa cells (cervical carcinoma) 48 h after infection with adenovirus Ad12.","39","null","Homo sapiens","MSigDB","55.2"
"MAX001533","A","Genes down regulated in tumor compared to non tumor liver samples from patients with hepatocellular carcinoma (HCC).","45","null","Homo sapiens","MSigDB","54.6"
"GEX001165","G","nasopharyngeal carcinoma","5","null","Homo sapiens","GAD","53.8"
"MAX001612","A","Genes up regulated among the high recurrence rate urothelial cell carcinoma (UCC) tumors.","47","null","Homo sapiens","MSigDB","50.8"
"MAX000018","A","Genes up regulated in hepatocellular carcinoma (HCC) compared to normal liver samples.","868","null","Homo sapiens","MSigDB","50.0"
"MAX003298","A","Genes up regulated in A549 cells (lung carcinoma) upon infection with RSV (respiratory syncytial virus) and down regulated by further treatment with ribavirin [PubChem=5064].","50","null","Homo sapiens","MSigDB","49.9"
"MAX002331","A","Genes up regulated in ACC3 cells (adenoid cystic carcinoma) after knockdown of SOX4 [GeneID=6659] by RNAi.","51","null","Homo sapiens","MSigDB","48.8"
"GEX000824","G","hepatocellular carcinoma","7","null","Homo sapiens","GAD","48.2"
"MAX001739","A","Genes down regulated in chondrosarcoma and ovarian carcinoma cell lines which developed resistance to trabectedin [PubChem=3199].","46","null","Homo sapiens","MSigDB","48.2"
"MAX003391","A","The 50 most down regulated genes in primary invasive breast dutcal carcinoma (IDC) or lymph node metastases,   compared to normal mammary epithelium.","41","null","Homo sapiens","MSigDB","48.2"
"MAX001459","A","Genes down regulated in hepatocellular carcinoma (HCC) with early recurrence.","7","null","Homo sapiens","MSigDB","48.2"
"MAX001550","A","Genes highly expressed in hepatocellular carcinoma with good survival.","175","null","Homo sapiens","MSigDB","46.8"
"MAX001425","A","Genes from the 12p region that were up regulated in embryonic carcinoma tumors compared to normal testis.","38","null","Homo sapiens","MSigDB","46.3"
"MAX000667","A","Genes down regulated in HeLa cells (cervical carcinoma) 24 h after infection with adenovirus Ad12.","40","null","Homo sapiens","MSigDB","45.8"
"MAX000822","A","Genes up regulated in HeLa cells (cervical carcinoma) by trabectedin [PubChem=3199].","63","null","Homo sapiens","MSigDB","45.3"
"MAX000167","A","Genes down regulated in the invasive ductal carcinoma (IDC) compared to the invasive lobular carcinoma (ILC),  the two major pathological types of breast cancer.","43","null","Homo sapiens","MSigDB","44.1"
"MAX000669","A","Genes down regulated in HeLa cells (cervical carcinoma) 32 h after infection with adenovirus Ad12.","38","null","Homo sapiens","MSigDB","43.9"
"MAX000458","A","All marker genes up regulated in the 'interferon' subclass of hepatocellular carcinoma (HCC).","26","null","Homo sapiens","MSigDB","43.5"
"MAX000608","A","Cluster G28: genes differentially up regulated in NHEK (normal keratinocyte) compared to SCC12B2 cells (squamous cell carcinoma) by UV B radiation.","16","null","Homo sapiens","MSigDB","43.5"
"MAX001331","A","Selected up regulated MET [GeneID=4233] target genes from a classifier of hepatocellular carcinoma (HCC) cases; associated with poor survival.","17","null","Homo sapiens","MSigDB","43.5"
"MAX001596","A","Genes up regulated in metaplastic carcinoma of the breast (MCB) subclass 2 compared to the MCB subclass 1.","35","null","Homo sapiens","MSigDB","41.5"
"GEX167053","G","Nasopharyngeal carcinoma","5","20512145.0","Homo sapiens","GWAS Catalog","41.4"
"MAX000489","A","Genes up regulated in C666 1 cells (nasopharyngeal carcinoma) by stable expression of RASSF1 [GeneID=11186].","26","null","Homo sapiens","MSigDB","40.5"
"MAX001498","A","Genes up regulated in serrated vs conventional colorectal carcinoma (CRC) samples.","102","null","Homo sapiens","MSigDB","39.4"
"MAX003184","A","Genes up regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] both in SK Hep 1 cells (hepatocellular carcinoma) and normal primary hepatocytes.","18","null","Homo sapiens","MSigDB","38.3"
"MAX000238","A","Down regulated genes in hepatocellular carcinoma (HCC) subclass G5,  defined by unsupervised clustering.","26","null","Homo sapiens","MSigDB","36.6"
"MAX003219","A","Down regulated genes distinguishing hepatocellular carcinoma (HCC) samples positive for EPCAM [GeneID=4072] from the negative ones.","16","null","Homo sapiens","MSigDB","36.2"
"MAX002351","A","Down regulated genes in cervical carcinoma and head and neck tumors positive for human papilloma virus (HPV) compared to those negative for HPV.","10","null","Homo sapiens","MSigDB","35.9"
"MAX000017","A","Genes down regulated in hepatocellular carcinoma (HCC) compared to normal liver samples.","493","null","Homo sapiens","MSigDB","35.7"
"MAX002170","A","Genes up regulated in both the patients in the multicentric hepatocellular carcinoma (HCC) group and those with multicentric recurrence.","25","null","Homo sapiens","MSigDB","35.2"
"MAX001726","A","Genes down regulated in RCC4 cells (renal cell carcinoma) engineered to stably express VHL [GeneID=7428] off a plasmid vector.","17","null","Homo sapiens","MSigDB","33.2"
"MAX003180","A","Genes up regulated by expression of HBV X protein (HBVgp3) [GeneID=944566] in SK Hep 1 cells (hepatocellular carcinoma).","14","null","Homo sapiens","MSigDB","30.3"
"MAX000234","A","Down regulated genes in hepatocellular carcinoma (HCC) subclass G3,  defined by unsupervised clustering.","49","null","Homo sapiens","MSigDB","29.8"
"MAX001884","A","Proteins significantly induced by oxidative stress (hydrogen peroxide [PubChemID=784] in 786 O cells (renal clear cell carcinoma,  RCC) expressing VHL [GeneID=7428].","6","null","Homo sapiens","MSigDB","29.4"
"MAX001046","A","Genes up regulated in SiHa cells (cervical carcinoma) by stable expression of NOL7 [GeneID=51406] off a plasmid vector.","13","null","Homo sapiens","MSigDB","29.1"
"MAX001280","A","Genes up regulated in 786 0 cells (renal carcinoma,  RCC) upon expression of VHL [GeneID=7428] off a retroviral vector under normoxia (normal oxygen) condition.","123","null","Homo sapiens","MSigDB","28.6"
"MAX001440","A","Genes induced under hypoxia independently of KDM3A [GeneID=55818] in RCC4 cells (renal carcinoma) expressing VHL [GeneID=7428].","682","null","Homo sapiens","MSigDB","28.5"
"MAX000168","A","Genes up regulated in the invasive ductal carcinoma (IDC) compared to the invasive lobular carcinoma (ILC),  the two major pathological types of breast cancer.","21","null","Homo sapiens","MSigDB","27.7"
"MAX002333","A","Genes up regulated in polysomal and total RNA samples from SW480 cells (primary colorectal carcinoma,  CRC) compared to the SW620 cells (lymph node metastasis from the same individual).","171","null","Homo sapiens","MSigDB","27.7"
"MAX000666","A","Genes up regulated in HeLa cells (cervical carcinoma) 12 h after infection with adenovirus Ad12.","27","null","Homo sapiens","MSigDB","25.4"
"MAX000532","A","Metastatic propensity markers of head and neck squamous cell carcinoma (HNSCC): down regulated in metastatic vs non metastatic tumors.","77","null","Homo sapiens","MSigDB","25.3"
"MAX000388","A","Genes identified by subtractive hybridization comparing malignant and benign components of a hepatocellular carcinoma (HCC) in a pre existing liver adenoma in a morphologically normal liver.","32","null","Homo sapiens","MSigDB","25.0"
"MAX001690","A","Cluster 4: genes with similar expression profiles across follicular thyroid carcinoma (FTC) samples.","15","null","Homo sapiens","MSigDB","24.9"
"MAX002409","A","Genes down regulated in metastatic vs non metastatic HNSCC (head and neck squamous cell carcinoma) samples.","240","null","Homo sapiens","MSigDB","24.9"
"MAX003124","A","Genes periodically expressed in synchronized HeLa cells (cervical carcinoma),  with peak during the M/G1 phase of cell cycle.","136","null","Homo sapiens","MSigDB","24.9"
"MAX000455","A","Top 200 marker genes down regulated in the 'CTNNB1' subclass of hepatocellular carcinoma (HCC); characterized by activated CTNNB1 [GeneID=1499].","160","null","Homo sapiens","MSigDB","24.3"
"MAX001423","A","Genes predicting the embryonic carcinoma (EC) subtype of nonseminomatous male germ cell tumors (NSGCT).","12","null","Homo sapiens","MSigDB","24.1"
"GEX167768","G","Hepatocellular carcinoma","3","22807686.0","Homo sapiens","GWAS Catalog","24.0"
"MAX002406","A","Cluster d: genes identifying an intrinsic group in head and neck squamous cell carcinoma (HNSCC).","34","null","Homo sapiens","MSigDB","23.7"
"MAX001154","A","Survival signature genes defined in adjacent liver tissue: genes correlated with good survival of hepatocellular carcinoma (HCC) patients.","106","null","Homo sapiens","MSigDB","23.3"
"MAX000081","A","Genes up regulated in A2780 cells (ovarian carcinoma) exposed to fenretinide [PubChem=1744].","37","null","Homo sapiens","MSigDB","23.0"
"MAX001208","A","Genes up regulated during transition from L1 (non tumor,  infected with HCV) to G1 (well differentiated tumor,  infected with HCV) in the development of hepatocellular carcinoma.","24","null","Homo sapiens","MSigDB","22.5"
"MAX002416","A","Up regulated genes that vary between HNSCC (head and neck squamous cell carcinoma) groups formed on the basis of their level of pathological differentiation: well vs poorly differentiated tumors.","217","null","Homo sapiens","MSigDB","22.5"
"MAX001427","A","Top 25 most highly expressed genes in embryonic carcinoma relative to seminoma tumors.","21","null","Homo sapiens","MSigDB","21.4"
"FEX002216","G","Lymphoma Sriuranpong04 670genes Epithelium(N)Metaplastic/DisplasticLesions(R)Carcinoma(T)","435","15297395.0","Homo sapiens","GeneSigDB","20.9"
"MAX001200","A","Genes down regulated in hepatocellular carcinoma (HCC) tumors with higher risk of early intrahepatic recurrence. The single up regulated gene (GenBank Accession=AC000063) has been excluded from the signature.","11","null","Homo sapiens","MSigDB","20.6"
"MAX002332","A","Genes down regulated in polysomal and total RNA samples from SW480 cells (primary colorectal carcinoma,  CRC) compared to the SW620 cells (lymph node metastasis from the same individual).","134","null","Homo sapiens","MSigDB","20.2"
"MAX001155","A","Survival signature genes defined in adjacent liver tissue: genes correlated with poor survival of hepatocellular carcinoma (HCC) patients.","72","null","Homo sapiens","MSigDB","19.9"
"MAX000626","A","Genes down regulated in papillary thyroid carcinoma (PTC) compared to normal tissue.","225","null","Homo sapiens","MSigDB","19.3"
"MAX001610","A","Genes whose expression profile is specific to Cluster III of urothelial cell carcinoma (UCC) tumors.","210","null","Homo sapiens","MSigDB","18.0"
"MAX001150","A","Genes whose expression correlated with higher risk of late recurrence of hepatocellular carcinoma (HCC).","56","null","Homo sapiens","MSigDB","17.8"
"MAX002502","A","Selected genes up regulated in inflammatory monocytes infiltrating hepatocellular carcinoma (HCC).","27","null","Homo sapiens","MSigDB","17.3"
"MAX001725","A","Genes up regulated by hypoxia in RCC4 cells (renal cell carcinoma) engineered to stably express VHL [GeneID=7428] off a plasmid vector.","5","null","Homo sapiens","MSigDB","17.2"
"MAX000603","A","Genes down regulated in SCC12B2 cells (squamous cell carcinoma) by UV B irradiation.","117","null","Homo sapiens","MSigDB","16.1"
"MAX002411","A","Down regulated genes that vary between HNSCC (head and neck squamous cell carcinoma) groups formed on the basis of their level of pathological differentiation: moderately vs poorly differentiated tumors.","14","null","Homo sapiens","MSigDB","16.0"
"MAX000374","A","Genes from chromosomal copy number losses in a panel of 51 primary colon carcinoma samples.","64","null","Homo sapiens","MSigDB","15.8"
"MAX001275","A","Genes up regulated in 786 0 cells  (renal carcinoma,  RCC) by hypoxia and in the absensce of VHL [GeneID=7428].","76","null","Homo sapiens","MSigDB","15.6"
"MAX000780","A","Genes up regulated in papillary thyroid carcinoma (PTC) compared to other thyroid tumors.","60","null","Homo sapiens","MSigDB","15.5"
"MAX001598","A","Genes up regulated between two breast carcinoma subtypes: metaplastic (MCB) and ductal (DCB).","75","null","Homo sapiens","MSigDB","15.3"
"MAX002404","A","Cluster b: genes identifying an intrinsic group in head and neck squamous cell carcinoma (HNSCC).","43","null","Homo sapiens","MSigDB","15.3"
"MAX001687","A","Cluster 1: genes with similar expression profiles across follicular thyrorid carcinoma (FTC) samples.","49","null","Homo sapiens","MSigDB","15.1"
"MAX001277","A","Genes up regulated in 786 0 cells (renal carcinoma,  RCC) by the loss of VHL [GeneID=7428] and in response to hypoxia.","32","null","Homo sapiens","MSigDB","14.8"
"MAX002897","A","Genes down regulated in ductal carcinoma vs normal ductal breast cells.","175","null","Homo sapiens","MSigDB","14.8"
"MAX002899","A","Genes down regulated in ductal carcinoma vs normal lobular breast cells.","61","null","Homo sapiens","MSigDB","14.7"
"MAX001204","A","Genes up regulated during transition from G2 (moderately differentiated tumor,  infected with HCV) to G3 (poorly differentiated tumor,  infected with HCV) in the development of hepatocellular carcinoma.","27","null","Homo sapiens","MSigDB","14.0"
"MAX002904","A","Genes up regulated in lobular carcinoma vs normal lobular breast cells.","93","null","Homo sapiens","MSigDB","13.7"
"MAX001354","A","Genes genes up regulated in NT2/D1 cells (embryonal carcinoma) in response to treatment with cisplatin [PubChem=2767].","42","null","Homo sapiens","MSigDB","13.6"
"MAX000533","A","Metastatic propensity markers of head and neck squamous cell carcinoma (HNSCC): up regulated in metastatic vs non metastatic tumors.","76","null","Homo sapiens","MSigDB","13.4"
"MAX001597","A","Genes down regulated between two breast carcinoma subtypes: metaplastic (MCB) and ductal (DCB).","103","null","Homo sapiens","MSigDB","13.2"
