"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"MAX001391","A","Genes down regulated in TC71 and EWS502 cells (Ewing's sarcoma) by EWSR1 FLI1  [GeneID=2130;2314] as inferred from RNAi knockdown of this fusion protein.","298","null","Homo sapiens","MSigDB","5.85"
"FEX002724","G","Sarcoma Cecco05 31genes","26","15720420.0","Homo sapiens","GeneSigDB","5.30"
"MAX000677","A","Genes up regulated in A4573 cells (Ewing's sarcoma,  ESFT) after knockdown of BMI1 [GeneID=648] by RNAi.","521","null","Homo sapiens","MSigDB","4.98"
"MAX002106","A","Top 20 positive significant genes associated with synovial sarcoma tumors.","18","null","Homo sapiens","MSigDB","3.91"
"FEX002731","G","Sarcoma Filion09 20genes","18","18855877.0","Homo sapiens","GeneSigDB","3.39"
"MAX000676","A","Genes down regulated in A4573 cells (Ewing's sarcoma,  ESFT) after knockdown of BMI1 [GeneID=648] by RNAi.","295","null","Homo sapiens","MSigDB","3.20"
"MAX002675","A","Genes bound by EWSR1 FLT1 [GeneID=2130;2321] fusion and up regulated in STA ET 7.2 cells (Ewing's sarcoma) after knockdown of EWSR1 FLT1 by RNAi.","14","null","Homo sapiens","MSigDB","2.43"
"FEX002713","G","Sarcoma Sjgren03 35genes","25","12598313.0","Homo sapiens","GeneSigDB","0.966"
"FEX002715","G","Sarcoma Linn03 50genes","40","14633610.0","Homo sapiens","GeneSigDB","0.946"
"FEX002732","G","Sarcoma Filion09 404genes","287","18855877.0","Homo sapiens","GeneSigDB","0.759"
"MAX002673","A","Genes bound by EWSR1 FLT1 [GeneID=2130;2321] fusion but whose expression did not change in STA ET 7.2 cells (Ewing's sarcoma) after knockdown of EWSR1 FLT1 by RNAi.","45","null","Homo sapiens","MSigDB","0.592"
"MAX000741","A","Genes down regulated in genomically unstable Ewing's sarcoma tumors compared to the stable ones.","89","null","Homo sapiens","MSigDB","0.437"
"GEX000831","G","herpesvirus,  kaposi sarcoma associated","1","null","Homo sapiens","GAD","0.00"
"GEX001457","G","sarcoma,  ewing","2","null","Homo sapiens","GAD","0.00"
"FEX002735","G","Sarcoma Missiaglia10 48genes","37","20502458.0","Homo sapiens","GeneSigDB","0.00"
"FEX002736","G","Sarcoma Missiaglia10 7genes","2","20502458.0","Homo sapiens","GeneSigDB","0.00"
"MAX001439","A","Genes up regulated in ESFT cells (Ewing's sarcoma family of tumors) after knockdown of CD99 [GeneID=4267] by RNAi.","5","null","Homo sapiens","MSigDB","0.00"
"MAX000835","A","Genes up regulated in the A673 cells (Ewing sarcoma) after double knockdown of both FLI1 and DAX1 [GeneID=2313;190] by RNAi.","51","null","Homo sapiens","MSigDB","0.00"
"GEX167599","G","Ewing sarcoma","7","22327514.0","Homo sapiens","GWAS Catalog","0.00"
"FEX002730","G","Sarcoma Filion09 25genes","20","18855877.0","Homo sapiens","GeneSigDB","0.00"
"FEX002729","G","Sarcoma Nakayama07 10genes","3","17464315.0","Homo sapiens","GeneSigDB","0.00"
"GAX000663","A","Stage II neutrophil in bone marrow's normal cell","99","29915358","Mus musculus","CellMarker","0.00"
